-4.000000000000000e+00 3.009977395777689e-01 1.671542268919272e-03 -6.038695135862523e-01 -1.802474218395834e-02
-3.990000000000000e+00 3.056742768786684e-01 1.761095436482376e-03 -6.435163340935928e-01 -1.840039216170729e-02
-3.980000000000000e+00 3.064657131063823e-01 1.806473154521157e-03 -6.417686678052711e-01 -1.877479361988027e-02
-3.970000000000000e+00 3.074165348176765e-01 1.854218510943773e-03 -6.416246367487216e-01 -1.914909762734640e-02
-3.960000000000000e+00 3.084368954961859e-01 1.903455916705373e-03 -6.421320429228135e-01 -1.952456711177858e-02
-3.950000000000000e+00 3.094992302659858e-01 1.953992233597397e-03 -6.429962843085166e-01 -1.990220297898771e-02
-3.940000000000000e+00 3.105915135679507e-01 2.005877104031846e-03 -6.440875010791289e-01 -2.028366723333405e-02
-3.930000000000000e+00 3.117074094891796e-01 2.059188144886420e-03 -6.453363751415514e-01 -2.067021589425798e-02
-3.920000000000000e+00 3.128432142630337e-01 2.113951232275568e-03 -6.467016571186414e-01 -2.106225733100854e-02
-3.910000000000000e+00 3.139966181444990e-01 2.170226710008966e-03 -6.481569912373468e-01 -2.146037041089484e-02
-3.900000000000000e+00 3.151659861436169e-01 2.228116606657708e-03 -6.496833516753092e-01 -2.186545057561324e-02
-3.890000000000000e+00 3.163501597170275e-01 2.287460867370805e-03 -6.512668213460606e-01 -2.227575822240718e-02
-3.880000000000000e+00 3.175485826380615e-01 2.348028678250865e-03 -6.528996571244035e-01 -2.268884275236304e-02
-3.870000000000000e+00 3.187609503956824e-01 2.409977644513680e-03 -6.545767709793323e-01 -2.310601715029096e-02
-3.860000000000000e+00 3.199869308601939e-01 2.473411998299296e-03 -6.562929166424012e-01 -2.352804932790145e-02
-3.850000000000000e+00 3.212262812371970e-01 2.538385317433030e-03 -6.580438039274966e-01 -2.395519042184772e-02
-3.840000000000000e+00 3.224788499656722e-01 2.604936966235910e-03 -6.598260883427023e-01 -2.438753388431534e-02
-3.830000000000000e+00 3.237445543933637e-01 2.673104287075187e-03 -6.616371315353159e-01 -2.482513672532103e-02
-3.820000000000000e+00 3.250233639702588e-01 2.742926216730969e-03 -6.634748214351236e-01 -2.526805567301334e-02
-3.810000000000000e+00 3.263152886754236e-01 2.814444437708264e-03 -6.653374474649556e-01 -2.571635855452213e-02
-3.800000000000000e+00 3.276203708278732e-01 2.887703861041984e-03 -6.672236115711772e-01 -2.617012870009710e-02
-3.790000000000000e+00 3.289386790618036e-01 2.962752915807637e-03 -6.691321624039422e-01 -2.662946714640879e-02
-3.780000000000000e+00 3.302703037446605e-01 3.039643775677396e-03 -6.710621450971285e-01 -2.709449399293432e-02
-3.770000000000000e+00 3.316153533821145e-01 3.118432554146118e-03 -6.730127618629016e-01 -2.756534928168071e-02
-3.760000000000000e+00 3.329739517223377e-01 3.199179446358080e-03 -6.749833403551180e-01 -2.804219325958101e-02
-3.750000000000000e+00 3.343462353875436e-01 3.281948806656455e-03 -6.769733079340002e-01 -2.852520597770242e-02
-3.740000000000000e+00 3.357323519066547e-01 3.366809173004330e-03 -6.789821704668910e-01 -2.901458637212347e-02
-3.730000000000000e+00 3.371324580519252e-01 3.453833228836945e-03 -6.810094946195073e-01 -2.951055078551493e-02
-3.720000000000000e+00 3.385467184182293e-01 3.543097693014512e-03 -6.830548929540325e-01 -3.001333088979776e-02
-3.710000000000000e+00 3.399753042057705e-01 3.634683133313749e-03 -6.851180113731564e-01 -3.052317101240636e-02
-3.700000000000000e+00 3.414183921806730e-01 3.728673702393275e-03 -6.871985185873953e-01 -3.104032489818077e-02
-3.690000000000000e+00 3.428761637975913e-01 3.825156797917019e-03 -6.892960973790043e-01 -3.156505196038248e-02
-3.680000000000000e+00 3.443488044756012e-01 3.924222651299134e-03 -6.914104375045091e-01 -3.209761309451827e-02
-3.670000000000000e+00 3.458365030235027e-01 4.025963852850429e-03 -6.935412301236450e-01 -3.263826615167119e-02
-3.660000000000000e+00 3.473394512132593e-01 4.130474824446564e-03 -6.956881636671537e-01 -3.318726118943208e-02
-3.650000000000000e+00 3.488578435011176e-01 4.237851253930874e-03 -6.978509210644346e-01 -3.374483563611096e-02
-3.640000000000000e+00 3.503918768951254e-01 4.348189508071410e-03 -7.000291782474461e-01 -3.431120951602332e-02
-3.630000000000000e+00 3.519417509656899e-01 4.461586042701931e-03 -7.022226038330979e-01 -3.488658088820887e-02
-3.620000000000000e+00 3.535076679927666e-01 4.578136829403868e-03 -7.044308598659463e-01 -3.547112164630988e-02
-3.610000000000000e+00 3.550898332396807e-01 4.697936817531762e-03 -7.066536034803446e-01 -3.606497381270900e-02
-3.600000000000000e+00 3.566884553400091e-01 4.821079448459672e-03 -7.088904893203565e-01 -3.666824643557728e-02
-3.590000000000000e+00 3.583037467807865e-01 4.947656235694618e-03 -7.111411725402289e-01 -3.728101316457005e-02
-3.580000000000000e+00 3.599359244631182e-01 5.077756420195978e-03 -7.134053122014306e-01 -3.790331054205389e-02
-3.570000000000000e+00 3.615852103203298e-01 5.211466705229945e-03 -7.156825748858876e-01 -3.853513700535203e-02
-3.560000000000000e+00 3.632518319743980e-01 5.348871069849856e-03 -7.179726383600227e-01 -3.917645255540360e-02
-3.550000000000000e+00 3.649360234134569e-01 5.490050655134717e-03 -7.202751951495342e-01 -3.982717901219535e-02
-3.540000000000000e+00 3.666380256766892e-01 5.635083713118308e-03 -7.225899559187730e-01 -4.048720075052432e-02
-3.530000000000000e+00 3.683580875374599e-01 5.784045605294974e-03 -7.249166525880829e-01 -4.115636579333680e-02
-3.520000000000000e+00 3.700964661808737e-01 5.937008835974013e-03 -7.272550411644686e-01 -4.183448713522556e-02
